HarbourName,Date,Depth,OrganismsGroup,Species Name,Ident.Certain,Comments,Comments 2
Las Palmas,20-06-14,10,phytoplankton,Rhizosolenia hebetata f. Semispina,yes,,
Las Palmas,20-06-14,10,phytoplankton,Prorocentrum dentatum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Prorocentrum rostratum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Pyrocystis lunula,yes,,
Las Palmas,20-06-14,10,phytoplankton,Codonella sp.,yes,,
Las Palmas,20-06-14,10,phytoplankton,Strobilidium sp.,yes,75100 micrometer,
Las Palmas,20-06-14,10,phytoplankton,Tiarina fusus,yes,>100 micrometer,
Las Palmas,20-06-14,10,phytoplankton,Chaetoceros danicus,yes,,
Las Palmas,20-06-14,10,phytoplankton,Coscinodiscus granii,yes,,
Las Palmas,20-06-14,10,phytoplankton,Dactyliosolen fragilissimus,yes,,
Las Palmas,20-06-14,10,phytoplankton,Guinardia delicatula,yes,,
Las Palmas,20-06-14,10,phytoplankton,Leptocylindrus danicus,yes,,
Las Palmas,20-06-14,10,phytoplankton,Lithodesmium undulatum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Nitzschia delicatissima,yes,,
Las Palmas,20-06-14,10,phytoplankton,Pleurosigma acutum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Proboscia alata,yes,,
Las Palmas,20-06-14,10,phytoplankton,Thalassiosira rotula,yes,,
Las Palmas,20-06-14,10,phytoplankton,Amphidinium carterae,yes,,
Las Palmas,20-06-14,10,phytoplankton,Amphidinium operculatum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Ceratium furca,yes,,
Las Palmas,20-06-14,10,phytoplankton,Protoceratium reticulatum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Gonyaulax polyedra,yes,,
Las Palmas,20-06-14,10,phytoplankton,Gymnodinium sanguineum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Gymnodinium catenatum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Katodinium glaucum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Prorocentrum compressum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Prorocentrum gracile,yes,,
Las Palmas,20-06-14,10,phytoplankton,Protoperidinium brevipes,yes,,
Las Palmas,20-06-14,10,phytoplankton,Protoperidinium depressum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Protoperidinium longipes,yes,,
Las Palmas,20-06-14,10,phytoplankton,Protoperidinium pellucidum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Scrippsiella trochoidea,yes,,
Las Palmas,20-06-14,10,phytoplankton,Dictyocha fibula,yes,,
Las Palmas,20-06-14,10,phytoplankton,Rhabdonella sp.,yes,,
Las Palmas,20-06-14,10,phytoplankton,Strombidium sp.,yes,5075 micrometer,
Las Palmas,20-06-14,10,phytoplankton,Strobilidium sp.,yes,5075 micrometer,
Las Palmas,20-06-14,10,phytoplankton,Achnanthes brevipes,yes,,
Las Palmas,20-06-14,10,phytoplankton,Chaetoceros compressus,yes,,
Las Palmas,20-06-14,10,phytoplankton,Corethron criophilum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Gymnodinium simplex,yes,,
Las Palmas,20-06-14,10,phytoplankton,Gymnodinium catenatum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Heterocapsa rotundata,yes,,
Las Palmas,20-06-14,10,phytoplankton,Ornithocercus magnificus,yes,,
Las Palmas,20-06-14,10,zooplankton,Podoplea,yes,Juvenile,
Las Palmas,20-06-14,4,zooplankton,Corycaeus sp.,yes,,
Las Palmas,20-06-14,10,zooplankton,Corycaeus sp.,yes,,
Las Palmas,20-06-14,7.5,zooplankton,Clausocalanus furcatus,yes,,
Las Palmas,20-06-14,7.5,zooplankton,Sapphirina sp.,yes,,
Las Palmas,20-06-14,0.3,human pathogens,Escherichia coli bglucuronidasa +,yes,,
Las Palmas,20-06-14,20,mobile epifauna,Sparisoma cretense,yes,,
Las Palmas,20-06-14,10,phytoplankton,Rhizosolenia setigera,yes,,
Las Palmas,20-06-14,10,phytoplankton,Strombidium sp.,yes,75100 micrometer,
Las Palmas,20-06-14,10,phytoplankton,Protoperidinium steinii,yes,,
Las Palmas,20-06-14,10,zooplankton,Calocalanus styliremis,yes,,
Las Palmas,20-06-14,7.5,zooplankton,Macrosetella sp.,yes,,
Las Palmas,20-06-14,0.3,human pathogens,Intestinal enterococci,yes,,
Las Palmas,20-06-14,8,mobile epifauna,Serranus scriba,yes,,
Las Palmas,20-06-14,10,zooplankton,Parvocalanus sp.,yes,,
Las Palmas,20-06-14,4,zooplankton,Podoplea,yes,Juvenile,
Las Palmas,20-06-14,4,zooplankton,Gymnoplea,yes,Juvenile,
Las Palmas,20-06-14,10,zooplankton,Gymnoplea,yes,Juvenile,
Las Palmas,20-06-14,20,mobile epifauna,Unknown,no,,
Las Palmas,20-06-14,0.3,human pathogens,Vibrio cholerae,yes,,
Las Palmas,20-06-14,10,phytoplankton,Cerataulina pelagica,yes,,
Las Palmas,20-06-14,10,phytoplankton,Chaetoceros curvisetus,yes,,
Las Palmas,20-06-14,10,phytoplankton,Chaetoceros laciniosus,yes,,
Las Palmas,20-06-14,10,phytoplankton,Coscinodiscus granii,yes,,
Las Palmas,20-06-14,10,phytoplankton,Cylindrotheca closterium,yes,,
Las Palmas,20-06-14,10,phytoplankton,Hemiaulus hauckii,yes,,
Las Palmas,20-06-14,10,phytoplankton,Leptocylindrus minimus,yes,,
Las Palmas,20-06-14,10,phytoplankton,Pleurosigma normanii,yes,,
Las Palmas,20-06-14,10,phytoplankton,Skeletonema costatum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Thalassiosira rotula,yes,,
Las Palmas,20-06-14,10,phytoplankton,Amphidinium acutissimum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Amphidinium steinii,yes,,
Las Palmas,20-06-14,10,phytoplankton,Dinophysis caudata,yes,,
Las Palmas,20-06-14,10,phytoplankton,Gonyaulax polyedra,yes,,
Las Palmas,20-06-14,10,phytoplankton,Gymnodinium simplex,yes,,
Las Palmas,20-06-14,10,phytoplankton,Gyrodinium spirale,yes,,
Las Palmas,20-06-14,10,phytoplankton,Prorocentrum compressum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Dictyocha octonaria,yes,,
Las Palmas,20-06-14,10,phytoplankton,Strobilidium sp.,yes,5075 micrometer,
Las Palmas,20-06-14,10,phytoplankton,Coscinodiscus centralis,yes,,
Las Palmas,20-06-14,10,phytoplankton,Gyrosigma acuminatum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Meuniera membranacea,yes,,
Las Palmas,20-06-14,10,phytoplankton,Pseudonitzschia australis,yes,,
Las Palmas,20-06-14,10,phytoplankton,Thalassionema bacillare,yes,,
Las Palmas,20-06-14,10,phytoplankton,Cochlodinium pupa,yes,,
Las Palmas,20-06-14,10,phytoplankton,Gymnodinium simplex,yes,,
Las Palmas,20-06-14,10,phytoplankton,Prorocentrum dentatum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Protoperidinium claudicans,yes,,
Las Palmas,20-06-14,10,phytoplankton,Protoperidinium ovatum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Codonella sp.,yes,,
Las Palmas,20-06-14,10,phytoplankton,Strobilidium sp.,yes,<50 micrometer,
Las Palmas,20-06-14,10,phytoplankton,Chaetoceros similis,yes,,
Las Palmas,20-06-14,10,phytoplankton,Guinardia flaccida,yes,,
Las Palmas,20-06-14,10,phytoplankton,Hemiaulus hauckii,yes,,
Las Palmas,20-06-14,10,phytoplankton,Licmophora flabellata,yes,,
Las Palmas,20-06-14,10,phytoplankton,Nitzschia af. fusiformis,yes,,
Las Palmas,20-06-14,10,phytoplankton,Rhizosolenia hebetata f. Semispina,yes,,
Las Palmas,20-06-14,10,phytoplankton,Rhizosolenia setigera,yes,,
Las Palmas,20-06-14,10,phytoplankton,Amphidinium crassum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Ceratium furca,yes,,
Las Palmas,20-06-14,10,phytoplankton,Gonyaulax polyedra,yes,,
Las Palmas,20-06-14,10,phytoplankton,Gymnodinium heterostriatum,yes,,
Las Palmas,20-06-14,10,phytoplankton,Prorocentrum gracile,yes,,
Las Palmas,20-06-14,10,phytoplankton,Protoperidinium diabolus,yes,,
Rotterdam,21-05-14,,Zooplankton,Harpacticoida,yes,,
Rotterdam,21-05-14,,Phytoplankton,Coscinodiscus radiatus,yes,,
Rotterdam,21-05-14,,Phytoplankton,Chaetoceros didymus,yes,,
Rotterdam,21-05-14,,Pathogens,Intestinal enterococci,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Ulva prolifera,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Caprella mutica,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Styela clava,yes,,
Rotterdam,21-05-14,,Phytoplankton,Ebria tripartita,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Crassostrea gigas,yes,,
Rotterdam,21-05-14,,Phytoplankton,Heterocapsa triquetra,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Lepidonotus squamatus,yes,,
Rotterdam,21-05-14,,Phytoplankton,Noctiluca scintillans,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Leptoplana tremellaris,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Lineus longissimus,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Mytilus edulis,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Microdeutopus gryllotalpa/propinquus,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Molgula manhattensis,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Monocorophium acherusicum,yes,,
Rotterdam,21-05-14,,Phytoplankton,Ditylum brightwellii,yes,,
Rotterdam,21-05-14,,Phytoplankton,Eucampia zodiacus,yes,,
Rotterdam,21-05-14,,Phytoplankton,Guinardia delicatula,yes,,
Rotterdam,21-05-14,,Phytoplankton,Guinardia flaccida,yes,,
Rotterdam,21-05-14,,Phytoplankton,Helicotheca tamesis,yes,,
Rotterdam,21-05-14,,Phytoplankton,Lauderia annulata,yes,,
Rotterdam,21-05-14,,Phytoplankton,Leptocylindrus danicus,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Leptoplana tremellaris,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Obelia longissima,yes,,
Rotterdam,21-05-14,,Phytoplankton,Odontella longicruris,yes,,
Rotterdam,21-05-14,,Gelatineus Zooplankton,Palaemon elegans,yes,,
Rotterdam,21-05-14,,Phytoplankton,Paralia sulcata,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Amphibalanus improvisus,yes,,
Rotterdam,21-05-14,,Zooplankton,Polychaeta sp.,yes,,
Rotterdam,21-05-14,,Phytoplankton,Nitzschia delicatissima,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Polydora ciliata,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Polydora ciliata,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Polydora ciliata,yes,,
Rotterdam,21-05-14,,Phytoplankton,Pseudonitzschia fraudulenta,yes,,
Rotterdam,21-05-14,,Phytoplankton,Pseudonitzschia pungens,yes,,
Rotterdam,21-05-14,,Phytoplankton,Podosira stelligera,yes,,
Rotterdam,21-05-14,,Pathogens,Aeromonas veronii,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Amphibalanus improvisus,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Ascidiella aspersa,yes,,
Rotterdam,21-05-14,,Phytoplankton,Micromonas pusilla,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Molgula manhattensis,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Monocorophium acherusicum,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Obelia longissima,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Obelia longissima,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Ceramium tenuicorne,yes,,
Rotterdam,21-05-14,,Pathogens,Vibrio alginolyticus,yes,,
Rotterdam,21-05-14,,Pathogens,Vibrio anguillarum,yes,,
Rotterdam,21-05-14,,Pathogens,Vibrio brasiliensis,yes,,
Rotterdam,21-05-14,,Pathogens,Vibrio vulnificus,yes,,
Rotterdam,21-05-14,,Pathogens,Vibrio parahaemolyticus,yes,,
Rotterdam,21-05-14,,Phytoplankton,Oblea rotunda,yes,,
Rotterdam,21-05-14,,Phytoplankton,Odontella sinensis,yes,,
Rotterdam,21-05-14,,Zooplankton,Oikopleura (Vexillaria) dioica,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Ulva prolifera,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Ceramium tenuicorne,yes,,
Rotterdam,21-05-14,,Phytoplankton,Chaetoceros constrictus,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Botryllus schlosseri,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Botryllus schlosseri,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Botryllus schlosseri,yes,,
Rotterdam,21-05-14,,Zooplankton,Calanoidea,yes,,copepodiet
Rotterdam,21-05-14,14.5,Fouling organisms,Caprella mutica,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Caprella mutica,yes,,
Rotterdam,21-05-14,,Zooplankton,Bivalvia,yes,,veliger
Rotterdam,21-05-14,,Phytoplankton,Skeletonema potamos,yes,,
Rotterdam,21-05-14,,Phytoplankton,Actinocyclus octonarius,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Microdeutopus gryllotalpa/propinquus,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Molgula manhattensis,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Monocorophium acherusicum,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Microdeutopus gryllotalpa/propinquus,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Mytilus edulis,yes,,
Rotterdam,21-05-14,,Zooplankton,Copepoda sp.,yes,nauplii,
Rotterdam,21-05-14,,Phytoplankton,Apedinella radians,yes,,
Rotterdam,21-05-14,,Phytoplankton,Protoceratium reticulatum,yes,,
Rotterdam,21-05-14,,Phytoplankton,Peridinium achromaticum,yes,,
Rotterdam,21-05-14,,Phytoplankton,Protoperidinium bipes,yes,,
Rotterdam,21-05-14,,Phytoplankton,Rhizosolenia setigera,yes,,
Rotterdam,21-05-14,,Zooplankton,Balanidae,yes,nauplii,
Rotterdam,21-05-14,14.5,Fouling organisms,Hemigrapsus sanguineus,yes,,
Rotterdam,21-05-14,,Phytoplankton,Cerataulina pelagica,yes,,
Rotterdam,21-05-14,,Phytoplankton,Ceratoneis closterium,yes,,
Rotterdam,21-05-14,,Phytoplankton,Chaetoceros curvisetus,yes,,
Rotterdam,21-05-14,,Phytoplankton,Chaetoceros socialis,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Ciona intestinalis,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Amphibalanus improvisus,yes,,
Rotterdam,21-05-14,,Pathogens,Escherichia coli,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Leptoplana tremellaris,yes,,
Rotterdam,21-05-14,14.5,Fouling organisms,Lineus longissimus,yes,,
Rotterdam,20-05-14,13.2,Fouling organisms,Obelia longissima,yes,,
Rotterdam,20-05-14,13.2,Fouling organisms,Obelia longissima,yes,,
Rotterdam,20-05-14,,Benthos,Obelia longissima,yes,,
Rotterdam,20-05-14,,Phytoplankton,Oblea rotunda,yes,,
Rotterdam,20-05-14,,Phytoplankton,Odontella longicruris,yes,,
Rotterdam,20-05-14,,Phytoplankton,Odontella sinensis,yes,,
Rotterdam,20-05-14,,Phytoplankton,Odontella sinensis,yes,,
Rotterdam,20-05-14,,Zooplankton,Oikopleura (Vexillaria) dioica,yes,,
Rotterdam,20-05-14,,Zooplankton,Oikopleura (Vexillaria) dioica,yes,,
Rotterdam,20-05-14,,Zooplankton,Ophiuroidea,yes,pluteus,
Rotterdam,20-05-14,,Benthos,Palaemon longirostris,yes,,
Rotterdam,20-05-14,8.4,Fouling organisms,Cancer pagurus,yes,,
Rotterdam,20-05-14,,Phytoplankton,Thalassiosira nordenskioeldii,yes,,
Rotterdam,20-05-14,,Phytoplankton,Archaeperidinium minutum,yes,,
Rotterdam,20-05-14,,Phytoplankton,Peridinium achromaticum,yes,,
Rotterdam,20-05-14,,Phytoplankton,Protoperidinium pellucidum,yes,,
Rotterdam,20-05-14,4.5,Fouling organisms,Rhithropanopeus harrisii,yes,,
Rotterdam,20-05-14,,Gelatineus Zooplankton,Aurelia aurita,yes,,
Rotterdam,20-05-14,,Phytoplankton,Podosira stelligera,yes,,
Rotterdam,20-05-14,,Zooplankton,Polychaeta sp.,yes,,
Rotterdam,20-05-14,,Zooplankton,Polychaeta sp.,yes,,
Rotterdam,20-05-14,,Zooplankton,Polychaeta sp.,yes,,
Rotterdam,20-05-14,6,Fouling organisms,Polydora ciliata,yes,,
Rotterdam,20-05-14,,Benthos,Polysiphonia stricta,yes,,
Rotterdam,20-05-14,,Phytoplankton,Protoceratium reticulatum,yes,,
Rotterdam,20-05-14,,Phytoplankton,Peridinium achromaticum,yes,,
Rotterdam,20-05-14,,Phytoplankton,Protoperidinium bipes,yes,,
Rotterdam,20-05-14,,Phytoplankton,Pseudonitzschia americana,yes,,
Rotterdam,20-05-14,,Phytoplankton,Nitzschia delicatissima,yes,,
Rotterdam,20-05-14,,Phytoplankton,Pseudonitzschia pungens,yes,,
Rotterdam,20-05-14,,Phytoplankton,Pyrocystis pseudonoctiluca,yes,,
Rotterdam,20-05-14,,Phytoplankton,Rhaphoneis amphiceros,yes,,
Rotterdam,20-05-14,4.8,Fouling organisms,Rhithropanopeus harrisii,yes,,
Rotterdam,20-05-14,,Phytoplankton,Rhizosolenia imbricata var. minuta,yes,,
Rotterdam,20-05-14,,Phytoplankton,Rhizosolenia setigera,yes,,
Rotterdam,20-05-14,,Phytoplankton,Rhizosolenia setigera,yes,,
Rotterdam,20-05-14,,Benthos,Abra alba,yes,,
Rotterdam,20-05-14,,Benthos,Abra alba,yes,,
Rotterdam,20-05-14,,Benthos,Abra alba,yes,,
Rotterdam,20-05-14,,Phytoplankton,Actinocyclus octonarius,yes,,
Rotterdam,20-05-14,,Phytoplankton,Actinocyclus octonarius,yes,,
Rotterdam,20-05-14,,Phytoplankton,Actinoptychus senarius,yes,,
Rotterdam,20-05-14,,Phytoplankton,Actinoptychus senarius,yes,,
Rotterdam,20-05-14,,Pathogens,Aeromonas veronii,yes,,
Rotterdam,20-05-14,8.4,Fouling organisms,Amphibalanus improvisus,yes,,
Rotterdam,20-05-14,6,Fouling organisms,Amphibalanus improvisus,yes,,
Rotterdam,20-05-14,6,Fouling organisms,Amphibalanus improvisus,yes,,
Rotterdam,20-05-14,4.8,Fouling organisms,Amphibalanus improvisus,yes,,
Rotterdam,20-05-14,,Phytoplankton,Apedinella radians,yes,,
Rotterdam,20-05-14,,Zooplankton,Podon leuckartii,yes,,
Rotterdam,20-05-14,,Gelatineus Zooplankton,Mnemiopsis leidyi,yes,,
Rotterdam,20-05-14,6,Fouling organisms,Molgula manhattensis,yes,,
Rotterdam,20-05-14,13.2,Fouling organisms,Molgula manhattensis,yes,,
Rotterdam,20-05-14,8.4,Fouling organisms,Mytilus edulis,yes,,
Rotterdam,20-05-14,6,Fouling organisms,Mytilus edulis,yes,,
Rotterdam,20-05-14,,Gelatineus Zooplankton,Nemopsis bachei,yes,,
Rotterdam,20-05-14,13.2,Fouling organisms,Nereis pelagica,yes,,
Rotterdam,20-05-14,11.5,Fouling organisms,Nereis pelagica,yes,,
Rotterdam,20-05-14,8.4,Fouling organisms,Obelia longissima,yes,,
Rotterdam,20-05-14,6,Fouling organisms,Obelia longissima,yes,,
Rotterdam,20-05-14,8.4,Fouling organisms,Ceramium tenuicorne,yes,,
Rotterdam,20-05-14,6,Fouling organisms,Ceramium tenuicorne,yes,,
Rotterdam,20-05-14,,Pathogens,Vibrio parahaemolyticus,yes,,
Rotterdam,20-05-14,13.2,Fouling organisms,Obelia longissima,yes,,
Rotterdam,20-05-14,,Phytoplankton,Odontella longicruris,yes,,
Rotterdam,20-05-14,,Benthos,Ophiura ophiura,yes,,
Rotterdam,20-05-14,,Phytoplankton,Paralia sulcata,yes,,
Rotterdam,20-05-14,,Phytoplankton,Paralia sulcata,yes,,
Rotterdam,20-05-14,11.5,Fouling organisms,Ulva curvata,yes,,
Rotterdam,20-05-14,,Zooplankton,Bosmina longirostris,yes,,
Rotterdam,20-05-14,8.4,Fouling organisms,Botryllus schlosseri,yes,,
Rotterdam,20-05-14,8.4,Fouling organisms,Amphibalanus improvisus,yes,,
Rotterdam,20-05-14,,Phytoplankton,Cerataulina pelagica,yes,,
Rotterdam,20-05-14,8.4,Fouling organisms,Botryllus schlosseri,yes,,
Rotterdam,20-05-14,6,Fouling organisms,Botryllus schlosseri,yes,,
Rotterdam,20-05-14,11.5,Fouling organisms,Botryllus schlosseri,yes,,
Rotterdam,20-05-14,,Zooplankton,Calanoidea,yes,,copepodiet
Rotterdam,20-05-14,,Zooplankton,Calanoidea,yes,,copepodiet
Rotterdam,20-05-14,,Zooplankton,Calanoidea,yes,,copepodiet
Rotterdam,20-05-14,13.2,Fouling organisms,Caprella mutica,yes,,
Rotterdam,20-05-14,6,Fouling organisms,Carcinus maenas,yes,,
Rotterdam,20-05-14,6,Fouling organisms,Styela clava,yes,,
Rotterdam,20-05-14,13.2,Fouling organisms,Styela clava,yes,,
Rotterdam,20-05-14,11.5,Fouling organisms,Styela clava,yes,,
Rotterdam,20-05-14,8.4,Fouling organisms,Ulva curvata,yes,,
Rotterdam,20-05-14,13.2,Fouling organisms,Ulva curvata,yes,,
Rotterdam,20-05-14,11.5,Fouling organisms,Balanus crenatus,yes,,
Rotterdam,20-05-14,,Gelatineus Zooplankton,Beroe cucumis,yes,,
Rotterdam,20-05-14,,Phytoplankton,Skeletonema potamos,yes,,
Rotterdam,20-05-14,,Phytoplankton,Bacillaria paxillifera,yes,,
Rotterdam,20-05-14,,Zooplankton,Balanidae,yes,nauplii,
Rotterdam,20-05-14,,Zooplankton,Balanidae,yes,nauplii,
Rotterdam,20-05-14,,Zooplankton,Balanidae,yes,nauplii,
Rotterdam,20-05-14,11.5,Fouling organisms,Balanus crenatus,yes,,
Rotterdam,20-05-14,,Zooplankton,Bivalvia,yes,,veliger
Rotterdam,20-05-14,,Gelatineus Zooplankton,Sarsia tubulosa,yes,,
Rotterdam,20-05-14,,Phytoplankton,Skeletonema costatum,yes,,
Rotterdam,20-05-14,,Phytoplankton,Skeletonema potamos,yes,,
Rotterdam,20-05-14,,Phytoplankton,Skeletonema potamos,yes,,
Rotterdam,20-05-14,6,Fouling organisms,Obelia longissima,yes,,
Rotterdam,20-05-14,11.5,Fouling organisms,Obelia longissima,yes,,
Rotterdam,20-05-14,,Zooplankton,Oikopleura (Vexillaria) dioica,yes,,
Rotterdam,20-05-14,,Phytoplankton,Paralia sulcata,yes,,
Rotterdam,20-05-14,13.2,Fouling organisms,Nereis pelagica,yes,,
Rotterdam,20-05-14,4.5,Fouling organisms,Cordylophora caspia,yes,,
Rotterdam,20-05-14,4.5,Fouling organisms,Cordylophora caspia,yes,,
Rotterdam,20-05-14,,Phytoplankton,Coscinodiscus radiatus,yes,,
Rotterdam,20-05-14,,Phytoplankton,Coscinodiscus radiatus,yes,,
Rotterdam,20-05-14,,Zooplankton,Copepoda sp.,yes,nauplii,
Rotterdam,20-05-14,11.5,Fouling organisms,Ascidiella aspersa,yes,,
Rotterdam,20-05-14,,Phytoplankton,Prorocentrum micans,yes,,
Rotterdam,20-05-14,,Phytoplankton,Protoperidinium conicum,yes,,
Rotterdam,20-05-14,,Phytoplankton,Protoperidinium granii,yes,,
Rotterdam,20-05-14,,Phytoplankton,Protoperidinium thorianum,yes,,
Rotterdam,20-05-14,,Phytoplankton,Nitzschia delicatissima,yes,,
Rotterdam,20-05-14,,Phytoplankton,Pseudonitzschia fraudulenta,yes,,
Rotterdam,20-05-14,,Phytoplankton,Pseudonitzschia pungens,yes,,
Rotterdam,20-05-14,4.5,Fouling organisms,Rhithropanopeus harrisii,yes,,
Rotterdam,20-05-14,,Phytoplankton,Rhizosolenia imbricata var. minuta,yes,,
Rotterdam,20-05-14,,Phytoplankton,Guinardia flaccida,yes,,
Rotterdam,20-05-14,,Phytoplankton,Cerataulina pelagica,yes,,
Rotterdam,20-05-14,,Phytoplankton,Ceratoneis closterium,yes,,
Rotterdam,20-05-14,,Phytoplankton,Chaetoceros affinis,yes,,
Rotterdam,20-05-14,,Phytoplankton,Chaetoceros constrictus,yes,,
Rotterdam,20-05-14,,Phytoplankton,Chaetoceros constrictus,yes,,
Rotterdam,20-05-14,,Phytoplankton,Chaetoceros curvisetus,yes,,
Rotterdam,20-05-14,,Phytoplankton,Chaetoceros debilis,yes,,
Rotterdam,20-05-14,,Phytoplankton,Chaetoceros didymus,yes,,
Rotterdam,20-05-14,,Phytoplankton,Chaetoceros didymus,yes,,
Rotterdam,20-05-14,,Phytoplankton,Chaetoceros socialis,yes,,
Rotterdam,20-05-14,,Gelatineus Zooplankton,Chrysaora hysoscella,yes,,
Rotterdam,20-05-14,8.4,Fouling organisms,Conopeum reticulum,yes,,
Rotterdam,20-05-14,11.5,Fouling organisms,Conopeum reticulum,yes,,
Rotterdam,20-05-14,8.4,Fouling organisms,Pilumnus hirtellus,yes,,
Rotterdam,20-05-14,8.4,Fouling organisms,Pisidia longicornis,yes,,
Rotterdam,20-05-14,,Zooplankton,Podon leuckartii,yes,,
Rotterdam,20-05-14,,Zooplankton,Podon leuckartii,yes,,
Rotterdam,20-05-14,8.4,Fouling organisms,Amphibalanus improvisus,yes,,
Rotterdam,20-05-14,4.5,Fouling organisms,Amphibalanus improvisus,yes,,
Rotterdam,20-05-14,4.5,Fouling organisms,Amphibalanus improvisus,yes,,
Rotterdam,20-05-14,,Zooplankton,Copepoda sp.,yes,nauplii,
Rotterdam,20-05-14,4.8,Fouling organisms,Cordylophora caspia,yes,,
Rotterdam,20-05-14,8.4,Fouling organisms,Crassostrea gigas,yes,,
Rotterdam,20-05-14,,Benthos,Enteromorpha ahlneriana,yes,,
Rotterdam,20-05-14,,Phytoplankton,Ditylum brightwellii,yes,,
Rotterdam,20-05-14,8.4,Fouling organisms,Ciliata mustela,yes,,
Rotterdam,20-05-14,6,Fouling organisms,Carcinus maenas,yes,,
Rotterdam,20-05-14,8.4,Fouling organisms,Lineus longissimus,yes,,
Rotterdam,20-05-14,6,Fouling organisms,Lineus longissimus,yes,,
Rotterdam,20-05-14,,Zooplankton,Harpacticoida,yes,,
Rotterdam,20-05-14,6,Fouling organisms,Conopeum reticulum,yes,,
Rotterdam,20-05-14,,Zooplankton,Copepoda sp.,yes,nauplii,
Rotterdam,20-05-14,6,Fouling organisms,Crassostrea gigas,yes,,
Rotterdam,20-05-14,8.4,Fouling organisms,Ceramium tenuicorne,yes,,
Rotterdam,20-05-14,6,Fouling organisms,Ceramium tenuicorne,yes,,
Rotterdam,20-05-14,,Phytoplankton,Chaetoceros curvisetus,yes,,
Rotterdam,20-05-14,,Phytoplankton,Chaetoceros socialis,yes,,
Rotterdam,20-05-14,11.5,Fouling organisms,Ciona intestinalis,yes,,
Rotterdam,20-05-14,8.4,Fouling organisms,Gammarus locusta,yes,,
Rotterdam,20-05-14,13.2,Fouling organisms,Gammarus locusta,yes,,
Rotterdam,20-05-14,11.5,Fouling organisms,Gammarus locusta,yes,,
Rotterdam,20-05-14,11.5,Fouling organisms,Gammarus locusta,yes,,
Rotterdam,20-05-14,,Phytoplankton,Guinardia delicatula,yes,,
